# ITB Physics Dept. / Python Programming Basics / Syeilendra
# Generate 2D plot from xyz data file
#      i       j           x           y     z=f(x,y)
      42      23       0.200      -0.600       0.323
      42      24       0.200      -0.400       0.560
      42      25       0.200      -0.200       0.887
      42      26       0.200       0.000       1.257
      42      27       0.200       0.200       1.619
      42      28       0.200       0.400       1.921
      42      29       0.200       0.600       2.117
      42      30       0.200       0.800       2.179
      42      31       0.200       1.000       2.093
      42      32       0.200       1.200       1.869
      42      33       0.200       1.400       1.534
      42      34       0.200       1.600       1.132
      42      35       0.200       1.800       0.713
      42      36       0.200       2.000       0.334
      42      37       0.200       2.200       0.043
      42      38       0.200       2.400      -0.123
      42      39       0.200       2.600      -0.146
      42      40       0.200       2.800      -0.026
      42      41       0.200       3.000       0.217
      42      42       0.200       3.200       0.544
      42      43       0.200       3.400       0.908
      42      44       0.200       3.600       1.256
      42      45       0.200       3.800       1.537
      42      46       0.200       4.000       1.712
      42      47       0.200       4.200       1.759
      42      48       0.200       4.400       1.672
      42      49       0.200       4.600       1.468
      42      50       0.200       4.800       1.180
      42      51       0.200       5.000       0.852
      43       1       0.400      -5.000       0.888
      43       2       0.400      -4.800       0.452
      43       3       0.400      -4.600       0.064
      43       4       0.400      -4.400      -0.231
      43       5       0.400      -4.200      -0.397
      43       6       0.400      -4.000      -0.415
      43       7       0.400      -3.800      -0.288
      43       8       0.400      -3.600      -0.037
      43       9       0.400      -3.400       0.301
      43      10       0.400      -3.200       0.679
      43      11       0.400      -3.000       1.045
      43      12       0.400      -2.800       1.350
      43      13       0.400      -2.600       1.558
      43      14       0.400      -2.400       1.644
      43      15       0.400      -2.200       1.605
      43      16       0.400      -2.000       1.455
      43      17       0.400      -1.800       1.226
      43      18       0.400      -1.600       0.960
      43      19       0.400      -1.400       0.706
      43      20       0.400      -1.200       0.509
      43      21       0.400      -1.000       0.407
      43      22       0.400      -0.800       0.423
      43      23       0.400      -0.600       0.563
      43      24       0.400      -0.400       0.811
      43      25       0.400      -0.200       1.137
      43      26       0.400       0.000       1.497
      43      27       0.400       0.200       1.841
      43      28       0.400       0.400       2.118
      43      29       0.400       0.600       2.288
      43      30       0.400       0.800       2.320
      43      31       0.400       1.000       2.204
      43      32       0.400       1.200       1.950
      43      33       0.400       1.400       1.585
      43      34       0.400       1.600       1.153
      43      35       0.400       1.800       0.704
      43      36       0.400       2.000       0.294
      43      37       0.400       2.200      -0.031
      43      38       0.400       2.400      -0.233
      43      39       0.400       2.600      -0.292
      43      40       0.400       2.800      -0.208
      43      41       0.400       3.000      -0.001
      43      42       0.400       3.200       0.296
      43      43       0.400       3.400       0.635
      43      44       0.400       3.600       0.966
      43      45       0.400       3.800       1.241
      43      46       0.400       4.000       1.422
      43      47       0.400       4.200       1.487
      43      48       0.400       4.400       1.429
      43      49       0.400       4.600       1.264
      43      50       0.400       4.800       1.022
      43      51       0.400       5.000       0.745
      44       1       0.600      -5.000       0.744
      44       2       0.600      -4.800       0.304
      44       3       0.600      -4.600      -0.090
      44       4       0.600      -4.400      -0.393
      44       5       0.600      -4.200      -0.569
      44       6       0.600      -4.000      -0.602
      44       7       0.600      -3.800      -0.493
      44       8       0.600      -3.600      -0.261
      44       9       0.600      -3.400       0.061
      44      10       0.600      -3.200       0.427
      44      11       0.600      -3.000       0.789
      44      12       0.600      -2.800       1.101
      44      13       0.600      -2.600       1.327
      44      14       0.600      -2.400       1.445
      44      15       0.600      -2.200       1.450
      44      16       0.600      -2.000       1.354
      44      17       0.600      -1.800       1.186
      44      18       0.600      -1.600       0.983
      44      19       0.600      -1.400       0.790
      44      20       0.600      -1.200       0.648
      44      21       0.600      -1.000       0.591
      44      22       0.600      -0.800       0.638
      44      23       0.600      -0.600       0.795
      44      24       0.600      -0.400       1.046
      44      25       0.600      -0.200       1.363
      44      26       0.600       0.000       1.703
      44      27       0.600       0.200       2.021
      44      28       0.600       0.400       2.268
      44      29       0.600       0.600       2.407
      44      30       0.600       0.800       2.410
      44      31       0.600       1.000       2.269
      44      32       0.600       1.200       1.994
      44      33       0.600       1.400       1.612
      44      34       0.600       1.600       1.163
      44      35       0.600       1.800       0.698
      44      36       0.600       2.000       0.269
      44      37       0.600       2.200      -0.079
      44      38       0.600       2.400      -0.309
      44      39       0.600       2.600      -0.402
      44      40       0.600       2.800      -0.356
      44      41       0.600       3.000      -0.188
      44      42       0.600       3.200       0.069
      44      43       0.600       3.400       0.373
      44      44       0.600       3.600       0.677
      44      45       0.600       3.800       0.936
      44      46       0.600       4.000       1.115
      44      47       0.600       4.200       1.191
      44      48       0.600       4.400       1.159
      44      49       0.600       4.600       1.032
      44      50       0.600       4.800       0.836
      44      51       0.600       5.000       0.610
      45       1       0.800      -5.000       0.575
      45       2       0.800      -4.800       0.149
      45       3       0.800      -4.600      -0.233
      45       4       0.800      -4.400      -0.529
      45       5       0.800      -4.200      -0.706
      45       6       0.800      -4.000      -0.748
      45       7       0.800      -3.800      -0.655
      45       8       0.800      -3.600      -0.443
      45       9       0.800      -3.400      -0.145
      45      10       0.800      -3.200       0.201
      45      11       0.800      -3.000       0.549
      45      12       0.800      -2.800       0.859
      45      13       0.800      -2.600       1.096
      45      14       0.800      -2.400       1.241
      45      15       0.800      -2.200       1.287
      45      16       0.800      -2.000       1.244
      45      17       0.800      -1.800       1.137
      45      18       0.800      -1.600       0.999
      45      19       0.800      -1.400       0.867
      45      20       0.800      -1.200       0.779
      45      21       0.800      -1.000       0.764
      45      22       0.800      -0.800       0.839
      45      23       0.800      -0.600       1.006
      45      24       0.800      -0.400       1.252
      45      25       0.800      -0.200       1.550
      45      26       0.800       0.000       1.862
      45      27       0.800       0.200       2.145
      45      28       0.800       0.400       2.358
      45      29       0.800       0.600       2.464
      45      30       0.800       0.800       2.441
      45      31       0.800       1.000       2.282
      45      32       0.800       1.200       1.997
      45      33       0.800       1.400       1.610
      45      34       0.800       1.600       1.161
      45      35       0.800       1.800       0.696
      45      36       0.800       2.000       0.263
      45      37       0.800       2.200      -0.096
      45      38       0.800       2.400      -0.345
      45      39       0.800       2.600      -0.467
      45      40       0.800       2.800      -0.458
      45      41       0.800       3.000      -0.334
      45      42       0.800       3.200      -0.123
      45      43       0.800       3.400       0.137
      45      44       0.800       3.600       0.404
      45      45       0.800       3.800       0.638
      45      46       0.800       4.000       0.805
      45      47       0.800       4.200       0.886
      45      48       0.800       4.400       0.874
      45      49       0.800       4.600       0.781
      45      50       0.800       4.800       0.630
      45      51       0.800       5.000       0.455
      46       1       1.000      -5.000       0.390
      46       2       1.000      -4.800      -0.004
      46       3       1.000      -4.600      -0.357
      46       4       1.000      -4.400      -0.631
      46       5       1.000      -4.200      -0.798
      46       6       1.000      -4.000      -0.842
      46       7       1.000      -3.800      -0.763
      46       8       1.000      -3.600      -0.575
      46       9       1.000      -3.400      -0.305
      46      10       1.000      -3.200       0.012
      46      11       1.000      -3.000       0.338
      46      12       1.000      -2.800       0.636
      46      13       1.000      -2.600       0.876
      46      14       1.000      -2.400       1.040
      46      15       1.000      -2.200       1.122
      46      16       1.000      -2.000       1.128
      46      17       1.000      -1.800       1.080
      46      18       1.000      -1.600       1.004
      46      19       1.000      -1.400       0.933
      46      20       1.000      -1.200       0.897
      46      21       1.000      -1.000       0.920
      46      22       1.000      -0.800       1.016
      46      23       1.000      -0.600       1.186
      46      24       1.000      -0.400       1.419
      46      25       1.000      -0.200       1.689
      46      26       1.000       0.000       1.964
      46      27       1.000       0.200       2.206
      46      28       1.000       0.400       2.379
      46      29       1.000       0.600       2.452
      46      30       1.000       0.800       2.407
      46      31       1.000       1.000       2.238
      46      32       1.000       1.200       1.954
      46      33       1.000       1.400       1.578
      46      34       1.000       1.600       1.146
      46      35       1.000       1.800       0.697
      46      36       1.000       2.000       0.276
      46      37       1.000       2.200      -0.079
      46      38       1.000       2.400      -0.337
      46      39       1.000       2.600      -0.481
      46      40       1.000       2.800      -0.508
      46      41       1.000       3.000      -0.429
      46      42       1.000       3.200      -0.269
      46      43       1.000       3.400      -0.060
      46      44       1.000       3.600       0.161
      46      45       1.000       3.800       0.360
      46      46       1.000       4.000       0.507
      46      47       1.000       4.200       0.585
      46      48       1.000       4.400       0.588
      46      49       1.000       4.600       0.525
      46      50       1.000       4.800       0.414
      46      51       1.000       5.000       0.285
      47       1       1.200      -5.000       0.195
      47       2       1.200      -4.800      -0.148
      47       3       1.200      -4.600      -0.454
      47       4       1.200      -4.400      -0.693
      47       5       1.200      -4.200      -0.838
      47       6       1.200      -4.000      -0.878
      47       7       1.200      -3.800      -0.811
      47       8       1.200      -3.600      -0.649
      47       9       1.200      -3.400      -0.412
      47      10       1.200      -3.200      -0.131
      47      11       1.200      -3.000       0.164
      47      12       1.200      -2.800       0.441
      47      13       1.200      -2.600       0.675
      47      14       1.200      -2.400       0.850
      47      15       1.200      -2.200       0.960
      47      16       1.200      -2.000       1.011
      47      17       1.200      -1.800       1.017
      47      18       1.200      -1.600       0.999
      47      19       1.200      -1.400       0.984
      47      20       1.200      -1.200       0.995
      47      21       1.200      -1.000       1.050
      47      22       1.200      -0.800       1.161
      47      23       1.200      -0.600       1.326
      47      24       1.200      -0.400       1.536
      47      25       1.200      -0.200       1.770
      47      26       1.200       0.000       2.000
      47      27       1.200       0.200       2.195
      47      28       1.200       0.400       2.326
      47      29       1.200       0.600       2.368
      47      30       1.200       0.800       2.306
      47      31       1.200       1.000       2.136
      47      32       1.200       1.200       1.865
      47      33       1.200       1.400       1.516
      47      34       1.200       1.600       1.116
      47      35       1.200       1.800       0.701
      47      36       1.200       2.000       0.309
      47      37       1.200       2.200      -0.028
      47      38       1.200       2.400      -0.284
      47      39       1.200       2.600      -0.443
      47      40       1.200       2.800      -0.501
      47      41       1.200       3.000      -0.468
      47      42       1.200       3.200      -0.362
      47      43       1.200       3.400      -0.211
      47      44       1.200       3.600      -0.043
      47      45       1.200       3.800       0.113
      47      46       1.200       4.000       0.232
      47      47       1.200       4.200       0.300
      47      48       1.200       4.400       0.311
      47      49       1.200       4.600       0.271
      47      50       1.200       4.800       0.196
      47      51       1.200       5.000       0.108
      48       1       1.400      -5.000      -0.002
      48       2       1.400      -4.800      -0.276
      48       3       1.400      -4.600      -0.521
      48       4       1.400      -4.400      -0.711
      48       5       1.400      -4.200      -0.826
      48       6       1.400      -4.000      -0.855
      48       7       1.400      -3.800      -0.797
      48       8       1.400      -3.600      -0.661
      48       9       1.400      -3.400      -0.462
      48      10       1.400      -3.200      -0.223
      48      11       1.400      -3.000       0.031
      48      12       1.400      -2.800       0.278
      48      13       1.400      -2.600       0.497
      48      14       1.400      -2.400       0.675
      48      15       1.400      -2.200       0.806
      48      16       1.400      -2.000       0.894
      48      17       1.400      -1.800       0.948
      48      18       1.400      -1.600       0.984
      48      19       1.400      -1.400       1.019
      48      20       1.400      -1.200       1.070
      48      21       1.400      -1.000       1.151
      48      22       1.400      -0.800       1.268
      48      23       1.400      -0.600       1.421
      48      24       1.400      -0.400       1.601
      48      25       1.400      -0.200       1.790
      48      26       1.400       0.000       1.969
      48      27       1.400       0.200       2.113
      48      28       1.400       0.400       2.201
      48      29       1.400       0.600       2.213
      48      30       1.400       0.800       2.139
      48      31       1.400       1.000       1.976
      48      32       1.400       1.200       1.731
      48      33       1.400       1.400       1.422
      48      34       1.400       1.600       1.072
      48      35       1.400       1.800       0.708
      48      36       1.400       2.000       0.360
      48      37       1.400       2.200       0.055
      48      38       1.400       2.400      -0.187
      48      39       1.400       2.600      -0.352
      48      40       1.400       2.800      -0.437
      48      41       1.400       3.000      -0.449
      48      42       1.400       3.200      -0.399
      48      43       1.400       3.400      -0.309
      48      44       1.400       3.600      -0.201
      48      45       1.400       3.800      -0.095
      48      46       1.400       4.000      -0.012
      48      47       1.400       4.200       0.039
      48      48       1.400       4.400       0.051
      48      49       1.400       4.600       0.030
      48      50       1.400       4.800      -0.015
      48      51       1.400       5.000      -0.067
      49       1       1.600      -5.000      -0.192
      49       2       1.600      -4.800      -0.385
      49       3       1.600      -4.600      -0.556
      49       4       1.600      -4.400      -0.685
      49       5       1.600      -4.200      -0.761
      49       6       1.600      -4.000      -0.774
      49       7       1.600      -3.800      -0.723
      49       8       1.600      -3.600      -0.614
      49       9       1.600      -3.400      -0.456
      49      10       1.600      -3.200      -0.266
      49      11       1.600      -3.000      -0.058
      49      12       1.600      -2.800       0.150
      49      13       1.600      -2.600       0.345
      49      14       1.600      -2.400       0.517
      49      15       1.600      -2.200       0.662
      49      16       1.600      -2.000       0.779
      49      17       1.600      -1.800       0.875
      49      18       1.600      -1.600       0.957
      49      19       1.600      -1.400       1.036
      49      20       1.600      -1.200       1.121
      49      21       1.600      -1.000       1.221
      49      22       1.600      -0.800       1.337
      49      23       1.600      -0.600       1.470
      49      24       1.600      -0.400       1.611
      49      25       1.600      -0.200       1.751
      49      26       1.600       0.000       1.873
      49      27       1.600       0.200       1.963
      49      28       1.600       0.400       2.007
      49      29       1.600       0.600       1.991
      49      30       1.600       0.800       1.910
      49      31       1.600       1.000       1.763
      49      32       1.600       1.200       1.556
      49      33       1.600       1.400       1.301
      49      34       1.600       1.600       1.015
      49      35       1.600       1.800       0.717
      49      36       1.600       2.000       0.428
      49      37       1.600       2.200       0.168
      49      38       1.600       2.400      -0.049
      49      39       1.600       2.600      -0.213
      49      40       1.600       2.800      -0.320
      49      41       1.600       3.000      -0.374
      49      42       1.600       3.200      -0.381
      49      43       1.600       3.400      -0.356
      49      44       1.600       3.600      -0.311
      49      45       1.600       3.800      -0.261
      49      46       1.600       4.000      -0.219
      49      47       1.600       4.200      -0.192
      49      48       1.600       4.400      -0.184
      49      49       1.600       4.600      -0.193
      49      50       1.600       4.800      -0.213
      49      51       1.600       5.000      -0.235
      50       1       1.800      -5.000      -0.369
      50       2       1.800      -4.800      -0.470
      50       3       1.800      -4.600      -0.557
      50       4       1.800      -4.400      -0.618
      50       5       1.800      -4.200      -0.648
      50       6       1.800      -4.000      -0.640
      50       7       1.800      -3.800      -0.594
      50       8       1.800      -3.600      -0.513
      50       9       1.800      -3.400      -0.399
      50      10       1.800      -3.200      -0.261
      50      11       1.800      -3.000      -0.106
      50      12       1.800      -2.800       0.057
      50      13       1.800      -2.600       0.220
      50      14       1.800      -2.400       0.379
      50      15       1.800      -2.200       0.529
      50      16       1.800      -2.000       0.668
      50      17       1.800      -1.800       0.798
      50      18       1.800      -1.600       0.919
      50      19       1.800      -1.400       1.035
      50      20       1.800      -1.200       1.148
      50      21       1.800      -1.000       1.259
      50      22       1.800      -0.800       1.369
      50      23       1.800      -0.600       1.474
      50      24       1.800      -0.400       1.572
      50      25       1.800      -0.200       1.656
      50      26       1.800       0.000       1.718
      50      27       1.800       0.200       1.753
      50      28       1.800       0.400       1.752
      50      29       1.800       0.600       1.712
      50      30       1.800       0.800       1.629
      50      31       1.800       1.000       1.506
      50      32       1.800       1.200       1.346
      50      33       1.800       1.400       1.156
      50      34       1.800       1.600       0.946
      50      35       1.800       1.800       0.726
      50      36       1.800       2.000       0.509
      50      37       1.800       2.200       0.304
      50      38       1.800       2.400       0.121
      50      39       1.800       2.600      -0.034
      50      40       1.800       2.800      -0.158
      50      41       1.800       3.000      -0.250
      50      42       1.800       3.200      -0.314
      50      43       1.800       3.400      -0.353
      50      44       1.800       3.600      -0.375
      50      45       1.800       3.800      -0.384
      50      46       1.800       4.000      -0.388
      50      47       1.800       4.200      -0.389
      50      48       1.800       4.400      -0.390
      50      49       1.800       4.600      -0.392
      50      50       1.800       4.800      -0.392
      50      51       1.800       5.000      -0.388
      51       1       2.000      -5.000      -0.527
      51       2       2.000      -4.800      -0.531
      51       3       2.000      -4.600      -0.527
      51       4       2.000      -4.400      -0.515
      51       5       2.000      -4.200      -0.494
      51       6       2.000      -4.000      -0.463
      51       7       2.000      -3.800      -0.421
      51       8       2.000      -3.600      -0.367
      51       9       2.000      -3.400      -0.299
      51      10       2.000      -3.200      -0.217
      51      11       2.000      -3.000      -0.120
      51      12       2.000      -2.800      -0.007
      51      13       2.000      -2.600       0.119
      51      14       2.000      -2.400       0.258
      51      15       2.000      -2.200       0.407
      51      16       2.000      -2.000       0.562
      51      17       2.000      -1.800       0.718
      51      18       2.000      -1.600       0.872
      51      19       2.000      -1.400       1.018
      51      20       2.000      -1.200       1.152
      51      21       2.000      -1.000       1.269
      51      22       2.000      -0.800       1.366
      51      23       2.000      -0.600       1.440
      51      24       2.000      -0.400       1.490
      51      25       2.000      -0.200       1.515
      51      26       2.000       0.000       1.516
      51      27       2.000       0.200       1.493
      51      28       2.000       0.400       1.450
      51      29       2.000       0.600       1.387
      51      30       2.000       0.800       1.308
      51      31       2.000       1.000       1.214
      51      32       2.000       1.200       1.108
      51      33       2.000       1.400       0.991
      51      34       2.000       1.600       0.866
      51      35       2.000       1.800       0.734
      51      36       2.000       2.000       0.597
      51      37       2.000       2.200       0.457
      51      38       2.000       2.400       0.316
      51      39       2.000       2.600       0.176
      51      40       2.000       2.800       0.041
      51      41       2.000       3.000      -0.088
      51      42       2.000       3.200      -0.205
      51      43       2.000       3.400      -0.310
      51      44       2.000       3.600      -0.398
      51      45       2.000       3.800      -0.468
      51      46       2.000       4.000      -0.520
      51      47       2.000       4.200      -0.552
      51      48       2.000       4.400      -0.566
      51      49       2.000       4.600      -0.564
      51      50       2.000       4.800      -0.548
      51      51       2.000       5.000      -0.523
      52       1       2.200      -5.000      -0.661
      52       2       2.200      -4.800      -0.565
      52       3       2.200      -4.600      -0.469
      52       4       2.200      -4.400      -0.383
      52       5       2.200      -4.200      -0.310
      52       6       2.200      -4.000      -0.255
      52       7       2.200      -3.800      -0.217
      52       8       2.200      -3.600      -0.190
      52       9       2.200      -3.400      -0.169
      52      10       2.200      -3.200      -0.144
      52      11       2.200      -3.000      -0.107
      52      12       2.200      -2.800      -0.048
      52      13       2.200      -2.600       0.037
      52      14       2.200      -2.400       0.152
      52      15       2.200      -2.200       0.294
      52      16       2.200      -2.000       0.459
      52      17       2.200      -1.800       0.637
      52      18       2.200      -1.600       0.818
      52      19       2.200      -1.400       0.988
      52      20       2.200      -1.200       1.138
      52      21       2.200      -1.000       1.255
      52      22       2.200      -0.800       1.335
      52      23       2.200      -0.600       1.375
      52      24       2.200      -0.400       1.374
      52      25       2.200      -0.200       1.339
      52      26       2.200       0.000       1.278
      52      27       2.200       0.200       1.200
      52      28       2.200       0.400       1.115
      52      29       2.200       0.600       1.033
      52      30       2.200       0.800       0.960
      52      31       2.200       1.000       0.900
      52      32       2.200       1.200       0.852
      52      33       2.200       1.400       0.814
      52      34       2.200       1.600       0.779
      52      35       2.200       1.800       0.740
      52      36       2.200       2.000       0.689
      52      37       2.200       2.200       0.618
      52      38       2.200       2.400       0.524
      52      39       2.200       2.600       0.404
      52      40       2.200       2.800       0.261
      52      41       2.200       3.000       0.101
      52      42       2.200       3.200      -0.068
      52      43       2.200       3.400      -0.235
      52      44       2.200       3.600      -0.389
      52      45       2.200       3.800      -0.520
      52      46       2.200       4.000      -0.619
      52      47       2.200       4.200      -0.683
      52      48       2.200       4.400      -0.712
      52      49       2.200       4.600      -0.707
      52      50       2.200       4.800      -0.678
      52      51       2.200       5.000      -0.633
      53       1       2.400      -5.000      -0.768
      53       2       2.400      -4.800      -0.575
      53       3       2.400      -4.600      -0.390
      53       4       2.400      -4.400      -0.231
      53       5       2.400      -4.200      -0.109
      53       6       2.400      -4.000      -0.030
      53       7       2.400      -3.800       0.004
      53       8       2.400      -3.600       0.003
      53       9       2.400      -3.400      -0.023
      53      10       2.400      -3.200      -0.055
      53      11       2.400      -3.000      -0.078
      53      12       2.400      -2.800      -0.074
      53      13       2.400      -2.600      -0.031
      53      14       2.400      -2.400       0.056
      53      15       2.400      -2.200       0.189
      53      16       2.400      -2.000       0.359
      53      17       2.400      -1.800       0.554
      53      18       2.400      -1.600       0.757
      53      19       2.400      -1.400       0.948
      53      20       2.400      -1.200       1.108
      53      21       2.400      -1.000       1.224
      53      22       2.400      -0.800       1.285
      53      23       2.400      -0.600       1.288
      53      24       2.400      -0.400       1.238
      53      25       2.400      -0.200       1.144
      53      26       2.400       0.000       1.022
      53      27       2.400       0.200       0.890
      53      28       2.400       0.400       0.766
      53      29       2.400       0.600       0.666
      53      30       2.400       0.800       0.602
      53      31       2.400       1.000       0.577
      53      32       2.400       1.200       0.589
      53      33       2.400       1.400       0.631
      53      34       2.400       1.600       0.687
      53      35       2.400       1.800       0.742
      53      36       2.400       2.000       0.778
      53      37       2.400       2.200       0.779
      53      38       2.400       2.400       0.733
      53      39       2.400       2.600       0.636
      53      40       2.400       2.800       0.488
      53      41       2.400       3.000       0.299
      53      42       2.400       3.200       0.083
      53      43       2.400       3.400      -0.143
      53      44       2.400       3.600      -0.359
      53      45       2.400       3.800      -0.547
      53      46       2.400       4.000      -0.693
      53      47       2.400       4.200      -0.787
      53      48       2.400       4.400      -0.829
      53      49       2.400       4.600      -0.823
      53      50       2.400       4.800      -0.780
      53      51       2.400       5.000      -0.716
      54       1       2.600      -5.000      -0.844
      54       2       2.600      -4.800      -0.562
      54       3       2.600      -4.600      -0.296
      54       4       2.600      -4.400      -0.070
      54       5       2.600      -4.200       0.098
      54       6       2.600      -4.000       0.196
      54       7       2.600      -3.800       0.226
      54       8       2.600      -3.600       0.196
      54       9       2.600      -3.400       0.125
      54      10       2.600      -3.200       0.037
      54      11       2.600      -3.000      -0.044
      54      12       2.600      -2.800      -0.094
      54      13       2.600      -2.600      -0.094
      54      14       2.600      -2.400      -0.033
      54      15       2.600      -2.200       0.088
      54      16       2.600      -2.000       0.262
      54      17       2.600      -1.800       0.471
      54      18       2.600      -1.600       0.692
      54      19       2.600      -1.400       0.900
      54      20       2.600      -1.200       1.070
      54      21       2.600      -1.000       1.182
      54      22       2.600      -0.800       1.224
      54      23       2.600      -0.600       1.192
      54      24       2.600      -0.400       1.093
      54      25       2.600      -0.200       0.943
      54      26       2.600       0.000       0.764
      54      27       2.600       0.200       0.581
      54      28       2.600       0.400       0.422
      54      29       2.600       0.600       0.306
      54      30       2.600       0.800       0.250
      54      31       2.600       1.000       0.260
      54      32       2.600       1.200       0.330
      54      33       2.600       1.400       0.448
      54      34       2.600       1.600       0.593
      54      35       2.600       1.800       0.739
      54      36       2.600       2.000       0.858
      54      37       2.600       2.200       0.928
      54      38       2.600       2.400       0.930
      54      39       2.600       2.600       0.856
      54      40       2.600       2.800       0.707
      54      41       2.600       3.000       0.493
      54      42       2.600       3.200       0.233
      54      43       2.600       3.400      -0.046
      54      44       2.600       3.600      -0.319
      54      45       2.600       3.800      -0.560
      54      46       2.600       4.000      -0.748
      54      47       2.600       4.200      -0.869
      54      48       2.600       4.400      -0.922
      54      49       2.600       4.600      -0.912
      54      50       2.600       4.800      -0.855
      54      51       2.600       5.000      -0.770
      55       1       2.800      -5.000      -0.888
      55       2       2.800      -4.800      -0.530
      55       3       2.800      -4.600      -0.193
      55       4       2.800      -4.400       0.090
      55       5       2.800      -4.200       0.295
      55       6       2.800      -4.000       0.409
      55       7       2.800      -3.800       0.431
      55       8       2.800      -3.600       0.373
      55       9       2.800      -3.400       0.258
      55      10       2.800      -3.200       0.117
      55      11       2.800      -3.000      -0.018
      55      12       2.800      -2.800      -0.118
      55      13       2.800      -2.600      -0.157
      55      14       2.800      -2.400      -0.123
      55      15       2.800      -2.200      -0.012
      55      16       2.800      -2.000       0.165
      55      17       2.800      -1.800       0.387
      55      18       2.800      -1.600       0.625
      55      19       2.800      -1.400       0.849
      55      20       2.800      -1.200       1.028
      55      21       2.800      -1.000       1.137
      55      22       2.800      -0.800       1.161
      55      23       2.800      -0.600       1.098
      55      24       2.800      -0.400       0.955
      55      25       2.800      -0.200       0.754
      55      26       2.800       0.000       0.522
      55      27       2.800       0.200       0.293
      55      28       2.800       0.400       0.100
      55      29       2.800       0.600      -0.030
      55      30       2.800       0.800      -0.078
      55      31       2.800       1.000      -0.037
      55      32       2.800       1.200       0.086
      55      33       2.800       1.400       0.275
      55      34       2.800       1.600       0.499
      55      35       2.800       1.800       0.728
      55      36       2.800       2.000       0.924
      55      37       2.800       2.200       1.057
      55      38       2.800       2.400       1.104
      55      39       2.800       2.600       1.051
      55      40       2.800       2.800       0.901
      55      41       2.800       3.000       0.665
      55      42       2.800       3.200       0.368
      55      43       2.800       3.400       0.040
      55      44       2.800       3.600      -0.283
      55      45       2.800       3.800      -0.569
      55      46       2.800       4.000      -0.792
      55      47       2.800       4.200      -0.936
      55      48       2.800       4.400      -0.995
      55      49       2.800       4.600      -0.978
      55      50       2.800       4.800      -0.902
      55      51       2.800       5.000      -0.795
      56       1       3.000      -5.000      -0.900
      56       2       3.000      -4.800      -0.482
      56       3       3.000      -4.600      -0.089
      56       4       3.000      -4.400       0.238
      56       5       3.000      -4.200       0.471
      56       6       3.000      -4.000       0.593
      56       7       3.000      -3.800       0.604
      56       8       3.000      -3.600       0.518
      56       9       3.000      -3.400       0.363
      56      10       3.000      -3.200       0.173
      56      11       3.000      -3.000      -0.011
      56      12       3.000      -2.800      -0.155
      56      13       3.000      -2.600      -0.229
      56      14       3.000      -2.400      -0.216
      56      15       3.000      -2.200      -0.114
      56      16       3.000      -2.000       0.067
      56      17       3.000      -1.800       0.303
      56      18       3.000      -1.600       0.559
      56      19       3.000      -1.400       0.799
      56      20       3.000      -1.200       0.987
      56      21       3.000      -1.000       1.096
      56      22       3.000      -0.800       1.106
      56      23       3.000      -0.600       1.016
      56      24       3.000      -0.400       0.836
      56      25       3.000      -0.200       0.590
      56      26       3.000       0.000       0.312
      56      27       3.000       0.200       0.043
      56      28       3.000       0.400      -0.180
      56      29       3.000       0.600      -0.324
      56      30       3.000       0.800      -0.367
      56      31       3.000       1.000      -0.300
      56      32       3.000       1.200      -0.132
      56      33       3.000       1.400       0.116
      56      34       3.000       1.600       0.409
      56      35       3.000       1.800       0.708
      56      36       3.000       2.000       0.970
      56      37       3.000       2.200       1.157
      56      38       3.000       2.400       1.241
      56      39       3.000       2.600       1.208
      56      40       3.000       2.800       1.056
      56      41       3.000       3.000       0.801
      56      42       3.000       3.200       0.471
      56      43       3.000       3.400       0.104
      56      44       3.000       3.600      -0.261
      56      45       3.000       3.800      -0.584
      56      46       3.000       4.000      -0.834
      56      47       3.000       4.200      -0.992
      56      48       3.000       4.400      -1.052
      56      49       3.000       4.600      -1.022
      56      50       3.000       4.800      -0.924
      56      51       3.000       5.000      -0.790
      57       1       3.200      -5.000      -0.882
      57       2       3.200      -4.800      -0.421
      57       3       3.200      -4.600       0.009
      57       4       3.200      -4.400       0.365
      57       5       3.200      -4.200       0.614
      57       6       3.200      -4.000       0.737
      57       7       3.200      -3.800       0.733
      57       8       3.200      -3.600       0.619
      57       9       3.200      -3.400       0.426
      57      10       3.200      -3.200       0.194
      57      11       3.200      -3.000      -0.033
      57      12       3.200      -2.800      -0.213
      57      13       3.200      -2.600      -0.315
      57      14       3.200      -2.400      -0.318
      57      15       3.200      -2.200      -0.219
      57      16       3.200      -2.000      -0.031
      57      17       3.200      -1.800       0.219
      57      18       3.200      -1.600       0.494
      57      19       3.200      -1.400       0.751
      57      20       3.200      -1.200       0.952
      57      21       3.200      -1.000       1.064
      57      22       3.200      -0.800       1.066
      57      23       3.200      -0.600       0.956
      57      24       3.200      -0.400       0.746
      57      25       3.200      -0.200       0.464
      57      26       3.200       0.000       0.149
      57      27       3.200       0.200      -0.156
      57      28       3.200       0.400      -0.405
      57      29       3.200       0.600      -0.562
      57      30       3.200       0.800      -0.603
      57      31       3.200       1.000      -0.518
      57      32       3.200       1.200      -0.316
      57      33       3.200       1.400      -0.023
      57      34       3.200       1.600       0.324
      57      35       3.200       1.800       0.678
      57      36       3.200       2.000       0.991
      57      37       3.200       2.200       1.221
      57      38       3.200       2.400       1.334
